REGNE;PHYLUM;CLASSE;ORDRE;FAMILLE;SOUS_FAMILLE;TRIBU;CD_NOM;CD_TAXSUP;CD_SUP;CD_REF;RANG;LB_NOM;LB_AUTEUR;NOM_COMPLET;NOM_COMPLET_HTML;NOM_VALIDE;NOM_VERN;NOM_VERN_ENG;HABITAT;FR;GF;MAR;GUA;SM;SB;SPM;MAY;EPA;REU;SA;TA;NC;WF;PF;CLI;GROUP1_INPN;GROUP2_INPN;URL
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239446;189150;883976;239446;ES;Andrena suerinensis;Friese, 1884;Andrena suerinensis Friese, 1884;<i>Andrena suerinensis</i> Friese, 1884;Andrena suerinensis Friese, 1884;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239446
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239447;189150;883950;239447;ES;Andrena symphyti;Schmiedeknecht, 1883;Andrena symphyti Schmiedeknecht, 1883;<i>Andrena symphyti</i> Schmiedeknecht, 1883;Andrena symphyti Schmiedeknecht, 1883;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239447
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;997623;0;0;939761;ES;Andrena bothriorhina;Pérez, 1902;Andrena bothriorhina Pérez, 1902;<i>Andrena bothriorhina</i> Pérez, 1902;Andrena symphyti symphyti Schmiedeknecht, 1883;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939761
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;939761;239447;239447;939761;SSES;Andrena symphyti symphyti;Schmiedeknecht, 1883;Andrena symphyti symphyti Schmiedeknecht, 1883;<i>Andrena symphyti symphyti</i> Schmiedeknecht, 1883;Andrena symphyti symphyti Schmiedeknecht, 1883;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939761
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;997036;0;0;239448;ES;Andrena ambigua;Perkins, 1895;Andrena ambigua Perkins, 1895;<i>Andrena ambigua</i> Perkins, 1895;Andrena synadelpha Perkins, 1914;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239448
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239448;189150;883937;239448;ES;Andrena synadelpha;Perkins, 1914;Andrena synadelpha Perkins, 1914;<i>Andrena synadelpha</i> Perkins, 1914;Andrena synadelpha Perkins, 1914;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239448
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239449;189150;883944;239449;ES;Andrena taraxaci;Giraud, 1861;Andrena taraxaci Giraud, 1861;<i>Andrena taraxaci</i> Giraud, 1861;Andrena taraxaci Giraud, 1861;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239449
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239450;189150;883978;239450;ES;Andrena tarsata;Nylander, 1848;Andrena tarsata Nylander, 1848;<i>Andrena tarsata</i> Nylander, 1848;Andrena tarsata Nylander, 1848;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239450
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;1000729;0;0;939762;ES;Andrena gentianae;Vachal, 1906;Andrena gentianae Vachal, 1906;<i>Andrena gentianae</i> Vachal, 1906;Andrena tarsata tarsata Nylander, 1848;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939762
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;939762;239450;239450;939762;SSES;Andrena tarsata tarsata;Nylander, 1848;Andrena tarsata tarsata Nylander, 1848;<i>Andrena tarsata tarsata</i> Nylander, 1848;Andrena tarsata tarsata Nylander, 1848;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939762
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;407141;0;0;239451;ES;Andrena pilosella;De Stefani, 1889;Andrena pilosella De Stefani, 1889;<i>Andrena pilosella</i> De Stefani, 1889;Andrena tenuistriata Pérez, 1895;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239451
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239451;189150;814732;239451;ES;Andrena tenuistriata;Pérez, 1895;Andrena tenuistriata Pérez, 1895;<i>Andrena tenuistriata</i> Pérez, 1895;Andrena tenuistriata Pérez, 1895;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239451
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239452;189150;189150;239452;ES;Andrena thomsoni;Ducke, 1898;Andrena thomsoni Ducke, 1898;<i>Andrena thomsoni</i> Ducke, 1898;Andrena thomsoni Ducke, 1898;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239452
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239453;189150;883961;239453;ES;Andrena thoracica;(Fabricius, 1775);Andrena thoracica (Fabricius, 1775);<i>Andrena thoracica</i> (Fabricius, 1775);Andrena thoracica (Fabricius, 1775);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239453
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;998320;0;0;239453;ES;Apis thoracica;Fabricius, 1775;Apis thoracica Fabricius, 1775;<i>Apis thoracica</i> Fabricius, 1775;Andrena thoracica (Fabricius, 1775);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239453
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;939764;239453;239453;939764;SSES;Andrena thoracica melanoptera;Hedicke, 1934;Andrena thoracica melanoptera Hedicke, 1934;<i>Andrena thoracica melanoptera</i> Hedicke, 1934;Andrena thoracica melanoptera Hedicke, 1934;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939764
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;939763;239453;239453;939763;SSES;Andrena thoracica thoracica;(Fabricius, 1775);Andrena thoracica thoracica (Fabricius, 1775);<i>Andrena thoracica thoracica</i> (Fabricius, 1775);Andrena thoracica thoracica (Fabricius, 1775);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939763
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239454;189150;883969;239454;ES;Andrena tibialis;(Kirby, 1802);Andrena tibialis (Kirby, 1802);<i>Andrena tibialis</i> (Kirby, 1802);Andrena tibialis (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239454
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;996826;0;0;239454;ES;Melitta tibialis;Kirby, 1802;Melitta tibialis Kirby, 1802;<i>Melitta tibialis</i> Kirby, 1802;Andrena tibialis (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239454
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;718532;0;0;239456;ES;Andrena spinigera;(Kirby, 1802);Andrena spinigera (Kirby, 1802);<i>Andrena spinigera</i> (Kirby, 1802);Andrena trimmerana (Kirby, 1802);;Trimmer's Mining Bee;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239456
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239456;189150;883954;239456;ES;Andrena trimmerana;(Kirby, 1802);Andrena trimmerana (Kirby, 1802);<i>Andrena trimmerana</i> (Kirby, 1802);Andrena trimmerana (Kirby, 1802);;Trimmer's Mining Bee;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239456
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;996824;0;0;239456;ES;Melitta spinigera;Kirby, 1802;Melitta spinigera Kirby, 1802;<i>Melitta spinigera</i> Kirby, 1802;Andrena trimmerana (Kirby, 1802);;Trimmer's Mining Bee;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239456
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;996825;0;0;239456;ES;Melitta trimmerana;Kirby, 1802;Melitta trimmerana Kirby, 1802;<i>Melitta trimmerana</i> Kirby, 1802;Andrena trimmerana (Kirby, 1802);;Trimmer's Mining Bee;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239456
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239457;189150;883981;239457;ES;Andrena truncatilabris;Morawitz, 1877;Andrena truncatilabris Morawitz, 1877;<i>Andrena truncatilabris</i> Morawitz, 1877;Andrena truncatilabris Morawitz, 1877;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239457
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;939518;189150;883981;939518;ES;Andrena tscheki;Morawitz, 1872;Andrena tscheki Morawitz, 1872;<i>Andrena tscheki</i> Morawitz, 1872;Andrena tscheki Morawitz, 1872;;;3;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939518
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;1000730;0;0;239458;ES;Andrena nitidiventris;Blanchard, 1840;Andrena nitidiventris Blanchard, 1840;<i>Andrena nitidiventris</i> Blanchard, 1840;Andrena vaga Panzer, 1799;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239458
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239458;189150;883961;239458;ES;Andrena vaga;Panzer, 1799;Andrena vaga Panzer, 1799;<i>Andrena vaga</i> Panzer, 1799;Andrena vaga Panzer, 1799;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239458
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;997661;0;0;239459;ES;Andrena piceicornis;Dours, 1872;Andrena piceicornis Dours, 1872;<i>Andrena piceicornis</i> Dours, 1872;Andrena variabilis Smith, 1853;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239459
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239459;189150;883953;239459;ES;Andrena variabilis;Smith, 1853;Andrena variabilis Smith, 1853;<i>Andrena variabilis</i> Smith, 1853;Andrena variabilis Smith, 1853;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239459
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239460;189150;883937;239460;ES;Andrena varians;(Kirby, 1802);Andrena varians (Kirby, 1802);<i>Andrena varians</i> (Kirby, 1802);Andrena varians (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239460
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;815391;0;0;239460;ES;Melitta varians;Kirby, 1802;Melitta varians Kirby, 1802;<i>Melitta varians</i> Kirby, 1802;Andrena varians (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239460
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239461;189150;883956;239461;ES;Andrena ventralis;Imhoff, 1832;Andrena ventralis Imhoff, 1832;<i>Andrena ventralis</i> Imhoff, 1832;Andrena ventralis Imhoff, 1832;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239461
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239462;189150;883947;239462;ES;Andrena ventricosa;Dours, 1873;Andrena ventricosa Dours, 1873;<i>Andrena ventricosa</i> Dours, 1873;Andrena ventricosa Dours, 1873;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239462
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;939765;239462;239462;939765;SSES;Andrena ventricosa ventricosa;Dours, 1873;Andrena ventricosa ventricosa Dours, 1873;<i>Andrena ventricosa ventricosa</i> Dours, 1873;Andrena ventricosa ventricosa Dours, 1873;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939765
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;407142;0;0;239463;ES;Andrena catania;Strand, 1921;Andrena catania Strand, 1921;<i>Andrena catania</i> Strand, 1921;Andrena verticalis Pérez, 1895;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239463
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239463;189150;883985;239463;ES;Andrena verticalis;Pérez, 1895;Andrena verticalis Pérez, 1895;<i>Andrena verticalis</i> Pérez, 1895;Andrena verticalis Pérez, 1895;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239463
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239464;189150;883975;239464;ES;Andrena vetula;Lepeletier, 1841;Andrena vetula Lepeletier, 1841;<i>Andrena vetula</i> Lepeletier, 1841;Andrena vetula Lepeletier, 1841;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239464
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;407143;0;0;932260;ES;Andrena tyrrhena;Alfken, 1938;Andrena tyrrhena Alfken, 1938;<i>Andrena tyrrhena</i> Alfken, 1938;Andrena vetula tyrrhena Alfken, 1938;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/932260
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;932260;239464;239464;932260;SSES;Andrena vetula tyrrhena;Alfken, 1938;Andrena vetula tyrrhena Alfken, 1938;<i>Andrena vetula tyrrhena</i> Alfken, 1938;Andrena vetula tyrrhena Alfken, 1938;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/932260
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;1000734;0;0;939766;ES;Andrena megacephala;Smith, 1853;Andrena megacephala Smith, 1853;<i>Andrena megacephala</i> Smith, 1853;Andrena vetula vetula Lepeletier, 1841;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939766
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;1000329;0;0;939766;ES;Andrena opaca;Morawitz, 1868;Andrena opaca Morawitz, 1868;<i>Andrena opaca</i> Morawitz, 1868;Andrena vetula vetula Lepeletier, 1841;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939766
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;939766;239464;239464;939766;SSES;Andrena vetula vetula;Lepeletier, 1841;Andrena vetula vetula Lepeletier, 1841;<i>Andrena vetula vetula</i> Lepeletier, 1841;Andrena vetula vetula Lepeletier, 1841;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939766
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;407144;0;0;239465;ES;Andrena squalida;Pérez, 1903;Andrena squalida Pérez, 1903;<i>Andrena squalida</i> Pérez, 1903;Andrena villipes Pérez, 1895;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239465
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239465;189150;883981;239465;ES;Andrena villipes;Pérez, 1895;Andrena villipes Pérez, 1895;<i>Andrena villipes</i> Pérez, 1895;Andrena villipes Pérez, 1895;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239465
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;998424;0;0;239466;ES;Andrena cyanescens;Nylander, 1852;Andrena cyanescens Nylander, 1852;<i>Andrena cyanescens</i> Nylander, 1852;Andrena viridescens Viereck, 1916;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239466
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239466;189150;883970;239466;ES;Andrena viridescens;Viereck, 1916;Andrena viridescens Viereck, 1916;<i>Andrena viridescens</i> Viereck, 1916;Andrena viridescens Viereck, 1916;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239466
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;939735;0;0;1012385;SSES;Andrena gelriae vocifera;Warncke, 1975;Andrena gelriae vocifera Warncke, 1975;<i>Andrena gelriae vocifera</i> Warncke, 1975;Andrena vocifera Warncke, 1975;;;3;E;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/1012385
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;1012385;189150;883977;1012385;ES;Andrena vocifera;Warncke, 1975;Andrena vocifera Warncke, 1975;<i>Andrena vocifera</i> Warncke, 1975;Andrena vocifera Warncke, 1975;;;3;E;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/1012385
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;997626;0;0;239467;ES;Andrena cellularis;Pérez, 1902;Andrena cellularis Pérez, 1902;<i>Andrena cellularis</i> Pérez, 1902;Andrena vulpecula Kriechbaumer, 1873;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239467
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;407145;0;0;239467;ES;Andrena obscurella;Pérez, 1903;Andrena obscurella Pérez, 1903;<i>Andrena obscurella</i> Pérez, 1903;Andrena vulpecula Kriechbaumer, 1873;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239467
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239467;189150;883950;239467;ES;Andrena vulpecula;Kriechbaumer, 1873;Andrena vulpecula Kriechbaumer, 1873;<i>Andrena vulpecula</i> Kriechbaumer, 1873;Andrena vulpecula Kriechbaumer, 1873;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239467
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239468;189150;883977;239468;ES;Andrena wilkella;(Kirby, 1802);Andrena wilkella (Kirby, 1802);<i>Andrena wilkella</i> (Kirby, 1802);Andrena wilkella (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239468
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;939767;0;0;239468;SSES;Andrena wilkella wilkella;(Kirby, 1802);Andrena wilkella wilkella (Kirby, 1802);<i>Andrena wilkella wilkella</i> (Kirby, 1802);Andrena wilkella (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239468
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;996828;0;0;239468;ES;Melitta wilkella;Kirby, 1802;Melitta wilkella Kirby, 1802;<i>Melitta wilkella</i> Kirby, 1802;Andrena wilkella (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239468
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Melitturgini;239949;208111;208111;239949;ES;Melitturga caudata;Pérez, 1880;Melitturga caudata Pérez, 1880;<i>Melitturga caudata</i> Pérez, 1880;Melitturga caudata Pérez, 1880;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239949
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Melitturgini;997076;0;0;239949;ES;Meliturga caudata;Pérez, 1880;Meliturga caudata Pérez, 1880;<i>Meliturga caudata</i> Pérez, 1880;Melitturga caudata Pérez, 1880;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239949
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Melitturgini;815814;0;0;239950;ES;Eucera clavicornis;Latreille, 1806;Eucera clavicornis Latreille, 1806;<i>Eucera clavicornis</i> Latreille, 1806;Melitturga clavicornis (Latreille, 1806);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239950
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Melitturgini;239950;208111;208111;239950;ES;Melitturga clavicornis;(Latreille, 1806);Melitturga clavicornis (Latreille, 1806);<i>Melitturga clavicornis</i> (Latreille, 1806);Melitturga clavicornis (Latreille, 1806);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239950
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;239561;208080;883993;239561;ES;Camptopoeum nasutum;(Spinola, 1838);Camptopoeum nasutum (Spinola, 1838);<i>Camptopoeum nasutum</i> (Spinola, 1838);Camptopoeum nasutum (Spinola, 1838);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239561
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;240092;0;0;239561;ES;Panurgus nasutus;Spinola, 1838;Panurgus nasutus Spinola, 1838;<i>Panurgus nasutus</i> Spinola, 1838;Camptopoeum nasutum (Spinola, 1838);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239561
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;240085;208107;208107;240085;AGES;Panurginus montanus;Giraud, 1861 s.l.;Panurginus montanus Giraud, 1861 s.l.;<i>Panurginus montanus</i> Giraud, 1861 s.l.;Panurginus montanus Giraud, 1861 s.l.;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/240085
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;718521;240085;240085;718521;ES;Panurginus alpinus;(Warncke, 1972);Panurginus alpinus (Warncke, 1972);<i>Panurginus alpinus</i> (Warncke, 1972);Panurginus alpinus (Warncke, 1972);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/718521
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;939376;240085;240085;939376;ES;Panurginus montanus;Giraud, 1861;Panurginus montanus Giraud, 1861;<i>Panurginus montanus</i> Giraud, 1861;Panurginus montanus Giraud, 1861;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939376
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;996909;0;0;240086;ES;Apis banksiana;Kirby, 1802;Apis banksiana Kirby, 1802;<i>Apis banksiana</i> Kirby, 1802;Panurgus banksianus (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/240086
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;1000779;0;0;240086;ES;Panurgus ater;(Panzer, 1805);Panurgus ater (Panzer, 1805);<i>Panurgus ater</i> (Panzer, 1805);Panurgus banksianus (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/240086
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;240086;208115;883997;240086;ES;Panurgus banksianus;(Kirby, 1802);Panurgus banksianus (Kirby, 1802);<i>Panurgus banksianus</i> (Kirby, 1802);Panurgus banksianus (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/240086
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;1000778;0;0;240086;ES;Trachusa atra;Panzer, 1805;Trachusa atra Panzer, 1805;<i>Trachusa atra</i> Panzer, 1805;Panurgus banksianus (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/240086
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;998580;0;0;240087;ES;Apis calcarata;Scopoli, 1763;Apis calcarata Scopoli, 1763;<i>Apis calcarata</i> Scopoli, 1763;Panurgus calcaratus (Scopoli, 1763);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/240087
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;240087;208115;883997;240087;ES;Panurgus calcaratus;(Scopoli, 1763);Panurgus calcaratus (Scopoli, 1763);<i>Panurgus calcaratus</i> (Scopoli, 1763);Panurgus calcaratus (Scopoli, 1763);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/240087
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;1000780;0;0;961773;ES;Andrena lobata;Panzer, 1799;Andrena lobata Panzer, 1799;<i>Andrena lobata</i> Panzer, 1799;Panurgus calcaratus calcaratus (Scopoli, 1763);;;3;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/961773
