REGNE;PHYLUM;CLASSE;ORDRE;FAMILLE;SOUS_FAMILLE;TRIBU;CD_NOM;CD_TAXSUP;CD_SUP;CD_REF;RANG;LB_NOM;LB_AUTEUR;NOM_COMPLET;NOM_COMPLET_HTML;NOM_VALIDE;NOM_VERN;NOM_VERN_ENG;HABITAT;FR;GF;MAR;GUA;SM;SB;SPM;MAY;EPA;REU;SA;TA;NC;WF;PF;CLI;GROUP1_INPN;GROUP2_INPN;URL
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239299;189150;883934;239299;ES;Andrena aeneiventris;Morawitz, 1872;Andrena aeneiventris Morawitz, 1872;<i>Andrena aeneiventris</i> Morawitz, 1872;Andrena aeneiventris Morawitz, 1872;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239299
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;317467;189150;883936;317467;ES;Andrena afrensis;Warncke, 1967;Andrena afrensis Warncke, 1967;<i>Andrena afrensis</i> Warncke, 1967;Andrena afrensis Warncke, 1967;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/317467
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;1012377;189150;883977;1012377;ES;Andrena afzeliella;(Kirby, 1802);Andrena afzeliella (Kirby, 1802);<i>Andrena afzeliella</i> (Kirby, 1802);Andrena afzeliella (Kirby, 1802);;;3;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/1012377
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;1014610;0;0;1012377;VAR;Andrena afzeliella var. heliopolis;Friese, 1914;Andrena afzeliella var. heliopolis Friese, 1914;<i>Andrena afzeliella </i>var.<i> heliopolis</i> Friese, 1914;Andrena afzeliella (Kirby, 1802);;;3;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/1012377
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;939541;0;0;1012377;ES;Andrena albofasciata;Thomson, 1870;Andrena albofasciata Thomson, 1870;<i>Andrena albofasciata</i> Thomson, 1870;Andrena afzeliella (Kirby, 1802);;;3;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/1012377
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;1014608;0;0;1012377;ES;Andrena canescens;Schenck, 1853;Andrena canescens Schenck, 1853;<i>Andrena canescens</i> Schenck, 1853;Andrena afzeliella (Kirby, 1802);;;3;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/1012377
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;1014611;0;0;1012377;ES;Andrena pseudovatula;Alfken, 1926;Andrena pseudovatula Alfken, 1926;<i>Andrena pseudovatula</i> Alfken, 1926;Andrena afzeliella (Kirby, 1802);;;3;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/1012377
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;1012697;0;0;1012377;ES;Melitta afzeliella;Kirby, 1802;Melitta afzeliella Kirby, 1802;<i>Melitta afzeliella</i> Kirby, 1802;Andrena afzeliella (Kirby, 1802);;;3;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/1012377
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;1014605;0;0;1012377;ES;Melitta fuscata;Kirby, 1802;Melitta fuscata Kirby, 1802;<i>Melitta fuscata</i> Kirby, 1802;Andrena afzeliella (Kirby, 1802);;;3;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/1012377
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239301;189150;883936;239301;ES;Andrena agilissima;(Scopoli, 1770);Andrena agilissima (Scopoli, 1770);<i>Andrena agilissima</i> (Scopoli, 1770);Andrena agilissima (Scopoli, 1770);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239301
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;996805;0;0;239301;ES;Apis agilissima;Scopoli, 1770;Apis agilissima Scopoli, 1770;<i>Apis agilissima</i> Scopoli, 1770;Andrena agilissima (Scopoli, 1770);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239301
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;939710;239301;239301;939710;SSES;Andrena agilissima agilissima;(Scopoli, 1770);Andrena agilissima agilissima (Scopoli, 1770);<i>Andrena agilissima agilissima</i> (Scopoli, 1770);Andrena agilissima agilissima (Scopoli, 1770);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939710
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;1001551;0;0;939710;ES;Andrena flessae;Panzer, 1801;Andrena flessae Panzer, 1801;<i>Andrena flessae</i> Panzer, 1801;Andrena agilissima agilissima (Scopoli, 1770);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939710
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;1000657;0;0;939710;ES;Apis muraria;Geoffroy in Fourcroy, 1785;Apis muraria Geoffroy in Fourcroy, 1785;<i>Apis muraria</i> Geoffroy <i>in</i> Fourcroy, 1785;Andrena agilissima agilissima (Scopoli, 1770);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939710
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;317468;189150;883944;317468;ES;Andrena agnata;Warncke, 1967;Andrena agnata Warncke, 1967;<i>Andrena agnata</i> Warncke, 1967;Andrena agnata Warncke, 1967;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/317468
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239302;189150;883961;239302;ES;Andrena albopunctata;(Rossi, 1792);Andrena albopunctata (Rossi, 1792);<i>Andrena albopunctata</i> (Rossi, 1792);Andrena albopunctata (Rossi, 1792);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239302
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;998073;0;0;239302;ES;Apis albopunctata;Rossi, 1792;Apis albopunctata Rossi, 1792;<i>Apis albopunctata</i> Rossi, 1792;Andrena albopunctata (Rossi, 1792);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239302
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239303;189150;814732;239303;ES;Andrena alfkenella;Perkins, 1914;Andrena alfkenella Perkins, 1914;<i>Andrena alfkenella</i> Perkins, 1914;Andrena alfkenella Perkins, 1914;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239303
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;407112;0;0;239303;ES;Andrena moricella;Perkins, 1914;Andrena moricella Perkins, 1914;<i>Andrena moricella</i> Perkins, 1914;Andrena alfkenella Perkins, 1914;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239303
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239304;189150;883950;239304;ES;Andrena allosa;Warncke, 1975;Andrena allosa Warncke, 1975;<i>Andrena allosa</i> Warncke, 1975;Andrena allosa Warncke, 1975;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239304
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;808455;189150;883972;808455;ES;Andrena alutacea;Stöckhert, 1942;Andrena alutacea Stöckhert, 1942;<i>Andrena alutacea</i> Stöckhert, 1942;Andrena alutacea Stöckhert, 1942;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/808455
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;908477;189150;883950;908477;ES;Andrena amieti;Praz, Müller & Genoud, 2019;Andrena amieti Praz, Müller & Genoud, 2019;<i>Andrena amieti</i> Praz, Müller & Genoud, 2019;Andrena amieti Praz, Müller & Genoud, 2019;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/908477
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;883841;189150;883972;883841;ES;Andrena ampla;Warncke, 1967;Andrena ampla Warncke, 1967;<i>Andrena ampla</i> Warncke, 1967;Andrena ampla Warncke, 1967;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/883841
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;998070;0;0;883841;SSES;Andrena proxima ampla;Warncke, 1967;Andrena proxima ampla Warncke, 1967;<i>Andrena proxima ampla</i> Warncke, 1967;Andrena ampla Warncke, 1967;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/883841
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;721009;0;0;239305;SSES;Andrena angustior angustior;(Kirby, 1802);Andrena angustior angustior (Kirby, 1802);<i>Andrena angustior angustior</i> (Kirby, 1802);Andrena angustior (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239305
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239305;189150;883950;239305;ES;Andrena angustior;(Kirby, 1802);Andrena angustior (Kirby, 1802);<i>Andrena angustior</i> (Kirby, 1802);Andrena angustior (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239305
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;996807;0;0;239305;ES;Melitta angustior;Kirby, 1802;Melitta angustior Kirby, 1802;<i>Melitta angustior</i> Kirby, 1802;Andrena angustior (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239305
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239306;189150;814732;239306;ES;Andrena anthrisci;Blüthgen, 1925;Andrena anthrisci Blüthgen, 1925;<i>Andrena anthrisci</i> Blüthgen, 1925;Andrena anthrisci Blüthgen, 1925;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239306
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;1012381;189150;883977;1012381;ES;Andrena antonellae;Praz & Genoud, 2022;Andrena antonellae Praz & Genoud, 2022;<i>Andrena antonellae</i> Praz & Genoud, 2022;Andrena antonellae Praz & Genoud, 2022;;;3;S;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/1012381
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239308;189150;883937;239308;ES;Andrena apicata;Smith, 1847;Andrena apicata Smith, 1847;<i>Andrena apicata</i> Smith, 1847;Andrena apicata Smith, 1847;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239308
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;996927;0;0;239308;ES;Andrena apicatus;Smith, 1847;Andrena apicatus Smith, 1847;<i>Andrena apicatus</i> Smith, 1847;Andrena apicata Smith, 1847;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239308
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;939716;239308;239308;939716;SSES;Andrena apicata apicata;Smith, 1847;Andrena apicata apicata Smith, 1847;<i>Andrena apicata apicata</i> Smith, 1847;Andrena apicata apicata Smith, 1847;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939716
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239309;189150;883958;239309;ES;Andrena argentata;Smith, 1844;Andrena argentata Smith, 1844;<i>Andrena argentata</i> Smith, 1844;Andrena argentata Smith, 1844;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239309
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239310;189150;883936;239310;ES;Andrena asperrima;Pérez, 1895;Andrena asperrima Pérez, 1895;<i>Andrena asperrima</i> Pérez, 1895;Andrena asperrima Pérez, 1895;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239310
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239311;189150;883961;239311;ES;Andrena assimilis;Radoszkowski, 1876;Andrena assimilis Radoszkowski, 1876;<i>Andrena assimilis</i> Radoszkowski, 1876;Andrena assimilis Radoszkowski, 1876;;;3;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239311
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239357;0;0;239311;ES;Andrena gallica;Schmiedeknecht, 1883;Andrena gallica Schmiedeknecht, 1883;<i>Andrena gallica</i> Schmiedeknecht, 1883;Andrena assimilis Radoszkowski, 1876;;;3;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239311
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239312;189150;883938;239312;ES;Andrena avara;Warncke, 1967;Andrena avara Warncke, 1967;<i>Andrena avara</i> Warncke, 1967;Andrena avara Warncke, 1967;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239312
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;932256;239312;239312;932256;SSES;Andrena avara liturata;Warncke, 1974;Andrena avara liturata Warncke, 1974;<i>Andrena avara liturata</i> Warncke, 1974;Andrena avara liturata Warncke, 1974;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/932256
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;317479;189150;883961;317479;ES;Andrena barbareae;Panzer, 1803;Andrena barbareae Panzer, 1803;<i>Andrena barbareae</i> Panzer, 1803;Andrena barbareae Panzer, 1803;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/317479
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239313;189150;883958;239313;ES;Andrena barbilabris;(Kirby, 1802);Andrena barbilabris (Kirby, 1802);<i>Andrena barbilabris</i> (Kirby, 1802);Andrena barbilabris (Kirby, 1802);;;3;P;;;;;;P;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239313
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;996810;0;0;239313;ES;Melitta barbilabris;Kirby, 1802;Melitta barbilabris Kirby, 1802;<i>Melitta barbilabris</i> Kirby, 1802;Andrena barbilabris (Kirby, 1802);;;3;P;;;;;;P;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239313
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;939718;239313;239313;939718;SSES;Andrena barbilabris barbilabris;(Kirby, 1802);Andrena barbilabris barbilabris (Kirby, 1802);<i>Andrena barbilabris barbilabris</i> (Kirby, 1802);Andrena barbilabris barbilabris (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939718
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;997624;0;0;939718;ES;Andrena pauperata;Pérez, 1902;Andrena pauperata Pérez, 1902;<i>Andrena pauperata</i> Pérez, 1902;Andrena barbilabris barbilabris (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939718
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;808440;189150;883937;808440;ES;Andrena batava;Pérez, 1902;Andrena batava Pérez, 1902;<i>Andrena batava</i> Pérez, 1902;Andrena batava Pérez, 1902;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/808440
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239315;189150;883955;239315;ES;Andrena bicolorata;(Rossi, 1790);Andrena bicolorata (Rossi, 1790);<i>Andrena bicolorata</i> (Rossi, 1790);Andrena bicolorata (Rossi, 1790);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239315
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;407113;0;0;239315;ES;Andrena lichtensteini;Schmiedeknecht, 1883;Andrena lichtensteini Schmiedeknecht, 1883;<i>Andrena lichtensteini</i> Schmiedeknecht, 1883;Andrena bicolorata (Rossi, 1790);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239315
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;407114;0;0;239315;ES;Andrena nigrocinerea;Destefani, 1873;Andrena nigrocinerea Destefani, 1873;<i>Andrena nigrocinerea</i> Destefani, 1873;Andrena bicolorata (Rossi, 1790);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239315
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;898951;0;0;239315;ES;Apis bicolorata;Rossi, 1790;Apis bicolorata Rossi, 1790;<i>Apis bicolorata</i> Rossi, 1790;Andrena bicolorata (Rossi, 1790);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239315
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239314;189150;883950;239314;ES;Andrena bicolor;Fabricius, 1775;Andrena bicolor Fabricius, 1775;<i>Andrena bicolor</i> Fabricius, 1775;Andrena bicolor Fabricius, 1775;;Gwynne's Mining Bee;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239314
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;997621;0;0;239314;ES;Andrena lavandulae;Pérez, 1902;Andrena lavandulae Pérez, 1902;<i>Andrena lavandulae</i> Pérez, 1902;Andrena bicolor Fabricius, 1775;;Gwynne's Mining Bee;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239314
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;997622;0;0;239314;ES;Andrena nigrosterna;Pérez, 1902;Andrena nigrosterna Pérez, 1902;<i>Andrena nigrosterna</i> Pérez, 1902;Andrena bicolor Fabricius, 1775;;Gwynne's Mining Bee;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239314
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239316;189150;883969;239316;ES;Andrena bimaculata;(Kirby, 1802);Andrena bimaculata (Kirby, 1802);<i>Andrena bimaculata</i> (Kirby, 1802);Andrena bimaculata (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239316
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;407115;0;0;239316;ES;Andrena consobrina;Eversmann, 1852;Andrena consobrina Eversmann, 1852;<i>Andrena consobrina</i> Eversmann, 1852;Andrena bimaculata (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239316
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;998050;0;0;239316;ES;Andrena mystacea;Dours, 1861;Andrena mystacea Dours, 1861;<i>Andrena mystacea</i> Dours, 1861;Andrena bimaculata (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239316
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;996811;0;0;239316;ES;Melitta bimaculata;Kirby, 1802;Melitta bimaculata Kirby, 1802;<i>Melitta bimaculata</i> Kirby, 1802;Andrena bimaculata (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239316
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;997444;0;0;239317;ES;Andrena bimaculata;Lepeletier, 1841;Andrena bimaculata Lepeletier, 1841;<i>Andrena bimaculata</i> Lepeletier, 1841;Andrena binominata Smith, 1853;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239317
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239317;189150;883942;239317;ES;Andrena binominata;Smith, 1853;Andrena binominata Smith, 1853;<i>Andrena binominata</i> Smith, 1853;Andrena binominata Smith, 1853;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239317
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;407116;0;0;239317;ES;Andrena griseofusca;Pérez, 1903;Andrena griseofusca Pérez, 1903;<i>Andrena griseofusca</i> Pérez, 1903;Andrena binominata Smith, 1853;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239317
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;407117;0;0;239317;ES;Andrena mallorcana;Friese, 1922;Andrena mallorcana Friese, 1922;<i>Andrena mallorcana</i> Friese, 1922;Andrena binominata Smith, 1853;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239317
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;939578;189150;883946;939578;ES;Andrena bremensis;Alfken, 1900;Andrena bremensis Alfken, 1900;<i>Andrena bremensis</i> Alfken, 1900;Andrena bremensis Alfken, 1900;;;3;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/939578
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239320;189150;883947;239320;ES;Andrena brumanensis;Friese, 1899;Andrena brumanensis Friese, 1899;<i>Andrena brumanensis</i> Friese, 1899;Andrena brumanensis Friese, 1899;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239320
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;407119;0;0;239320;ES;Andrena clypeata;Brullé, 1832 non Illiger, 1806;Andrena clypeata Brullé, 1832 non Illiger, 1806;<i>Andrena clypeata</i> Brullé, 1832 non Illiger, 1806;Andrena brumanensis Friese, 1899;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239320
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239321;189150;883954;239321;ES;Andrena bucephala;Stephens, 1846;Andrena bucephala Stephens, 1846;<i>Andrena bucephala</i> Stephens, 1846;Andrena bucephala Stephens, 1846;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239321
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239322;189150;883954;239322;ES;Andrena carantonica;Pérez, 1902;Andrena carantonica Pérez, 1902;<i>Andrena carantonica</i> Pérez, 1902;Andrena carantonica Pérez, 1902;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239322
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;407120;0;0;239322;ES;Andrena jacobi;Perkins, 1921;Andrena jacobi Perkins, 1921;<i>Andrena jacobi</i> Perkins, 1921;Andrena carantonica Pérez, 1902;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239322
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;718516;0;0;239322;ES;Andrena sabulosa;(Scopoli, 1763);Andrena sabulosa (Scopoli, 1763);<i>Andrena sabulosa</i> (Scopoli, 1763);Andrena carantonica Pérez, 1902;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239322
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239323;189150;883950;239323;ES;Andrena chrysopus;Pérez, 1903;Andrena chrysopus Pérez, 1903;<i>Andrena chrysopus</i> Pérez, 1903;Andrena chrysopus Pérez, 1903;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239323
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239324;189150;883986;239324;ES;Andrena chrysopyga;Schenck, 1853;Andrena chrysopyga Schenck, 1853;<i>Andrena chrysopyga</i> Schenck, 1853;Andrena chrysopyga Schenck, 1853;;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239324
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;239325;189150;883965;239325;ES;Andrena chrysosceles;(Kirby, 1802);Andrena chrysosceles (Kirby, 1802);<i>Andrena chrysosceles</i> (Kirby, 1802);Andrena chrysosceles (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239325
Animalia;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;407121;0;0;239325;ES;Andrena erythrocnemis;Morawitz, 1871;Andrena erythrocnemis Morawitz, 1871;<i>Andrena erythrocnemis</i> Morawitz, 1871;Andrena chrysosceles (Kirby, 1802);;;3;P;;;;;;;;;;;;;;;;Arthropodes;Insectes;https://inpn.mnhn.fr/espece/cd_nom/239325
